index,detected,Oval,Rectangle,Round,Square
274,False,,,,
275,True,0.17543414186749637,0.08363547534433712,0.41664097660966853,0.3242894061784981
276,True,0.4096631841775886,0.015496401088412146,0.26406424365011055,0.31077617108388866
277,False,,,,
278,True,0.2628992374015538,0.05406555019683383,0.36001010681667645,0.32302510558493586
279,True,0.3846668887287805,0.005721217501887945,0.3124733009029679,0.2971385928663636
280,True,0.3598812381431014,0.055138010758366475,0.29099462436172013,0.29398612673681196
281,True,0.1442891353292953,0.3296794411126162,0.285795303356741,0.24023612020134752
282,True,0.19382000265312183,0.04782639353554737,0.41886683422660953,0.3394867695847213
283,True,0.22596711260452926,0.042583661409832274,0.394803029401885,0.33664619658375355
284,True,0.13761937148180423,0.11867208483114583,0.37642564637960435,0.3672828973074457
285,True,0.2995490521859555,0.07906490129942637,0.3231266073454063,0.2982594391692118
286,True,0.19370637715291153,0.016148515127472805,0.4525654912007181,0.3375796165188975
287,True,0.5086639102001275,0.014657423230753686,0.23707982062146885,0.23959884594764988
288,True,0.11726831885036773,0.6824337989222413,0.09266002875922962,0.10763785346816142
289,True,0.4332627612006325,0.026264328473012646,0.2606672129493844,0.2798056973769704
290,True,0.32224713960271256,0.10300123861309501,0.2770109995405898,0.29774062224360254
291,True,0.3243423807320024,0.03623791285541975,0.3309633718633842,0.30845633454919363
292,True,0.2241025272214099,0.2048374598222559,0.2749168745830602,0.29614313837327394
293,True,0.29335635839629765,0.0994959175361218,0.3103852085581934,0.29676251550938715
294,False,,,,
295,True,0.17020695159237942,0.5181345539318248,0.14390055410617617,0.1677579403696197
296,True,0.4703286625206595,0.03156197597665263,0.2485252729690648,0.24958408853362313
297,True,0.15065529173187922,0.054527345418659744,0.44867307645285714,0.34614428639660394
298,True,0.28460141314400816,0.08362097951471942,0.31333810190795286,0.31843950543331967
299,True,0.3976593228813045,0.017455895584616875,0.29472405272240576,0.2901607288116729
300,True,0.34298442594272605,0.0756964879196938,0.2908118267760831,0.29050725936149707
301,True,0.17801774420762156,0.02117460211039207,0.4756518767395767,0.3251557769424097
302,True,0.3527690211732844,0.15449927408143604,0.24837940479099682,0.24435229995428276
303,True,0.2859181454962206,0.08221932611545868,0.32495004042062386,0.30691248796769705
304,False,,,,
305,True,0.2994046996097034,0.1184569301039677,0.287635066184128,0.2945033041022009
306,True,0.3642226612229416,0.08441659629576974,0.27832374515022235,0.2730369973310663
307,True,0.16402533558259677,0.25225159337125463,0.3136074058377431,0.27011566520840546
308,True,0.17134600701161148,0.07615008632378231,0.4011374907001308,0.35136641596447543
309,True,0.17478472792407015,0.1294340939965252,0.3906394989937961,0.3051416790856086
310,True,0.2368374605534545,0.37194468940740305,0.1968876509519194,0.19433019908722304
311,True,0.33587389267044493,0.013329793714915276,0.3177944389585367,0.3330018746561032
312,True,0.26151253257520424,0.06757695446132048,0.3365395269933448,0.33437098597013054
313,True,0.27591533129622325,0.07228090719288444,0.31320096531728947,0.3386027961936028
314,True,0.2404790043718241,0.04198974476537829,0.3906812864568788,0.32684996440591874
315,True,0.1928900294334132,0.11305874600782771,0.36343449602886757,0.3306167285298915
316,True,0.18932946085708757,0.0316455002591629,0.45353191819015776,0.3254931206935918
317,True,0.30192602122506695,0.011314562743466683,0.3601008753502763,0.32665854068119016
318,True,0.1868086997210372,0.047365864871047846,0.3942770486681527,0.3715483867397623
319,True,0.33034116868986474,0.017086175651968405,0.33952925131357803,0.3130434043445889
320,True,0.2389543035336867,0.08576666988452653,0.350540809179818,0.3247382174019688
321,True,0.24697135011434107,0.00966961635766306,0.3876145406908336,0.35574449283716225
322,True,0.2790833818914513,0.05354688193006981,0.3427370161112456,0.32463272006723337
323,False,,,,
324,True,0.30981646184105904,0.0264785084764984,0.3305300952161181,0.3331749344663244
325,True,0.22023497051804372,0.031082534138530887,0.4033203621266093,0.34536213321681614
326,True,0.3788178325710267,0.01912880248387106,0.31721566567108117,0.2848376992740211
327,True,0.1758444586942326,0.0651111028341241,0.4180554138495078,0.3409890246221356
328,True,0.5467525876414685,0.019471178587815396,0.21338445376594598,0.22039178000476997
329,True,0.42799482642329645,0.03561875285233381,0.27899670554328615,0.2573897151810835
330,False,,,,
331,True,0.27005779009393166,0.03917241298459625,0.3700730649706814,0.3206967319507907
332,False,,,,
333,True,0.260813022939511,0.031121096813153858,0.38726901687138987,0.3207968633759454
334,True,0.1616897158372876,0.02079922824535824,0.45523450261331405,0.36227655330404007
335,True,0.24869411249029794,0.04006367367830521,0.36613436589130804,0.3451078479400889
336,True,0.41457596481571507,0.04789988889393873,0.2642408890966407,0.2732832571937055
337,True,0.20545377471484777,0.03447813140608632,0.41613576711456407,0.3439323267645018
338,True,0.30918670996658937,0.08345008307877114,0.31590430355361904,0.29145890340102054
339,True,0.31656015723223047,0.024681438671128396,0.33276905367766585,0.32598935041897525
340,True,0.27430603376005364,0.11677466419787447,0.3034398164010001,0.30547948564107175
341,True,0.31989466775598563,0.12169571722762479,0.27229416218003627,0.2861154528363533
342,True,0.5390610929638139,0.03180507456955286,0.2046539407585989,0.22447989170803434
343,True,0.2395139155960361,0.021363557470771892,0.41564710765385626,0.3234754192793358
344,True,0.2280573103041717,0.27644456865668593,0.24642023985564243,0.2490778811834999
345,True,0.24967834179017936,0.022260434015690736,0.35716022519071766,0.37090099900341233
346,True,0.4176005516146389,0.07575310789691934,0.2310131805409388,0.2756331599475031
